ACT,1136,Animal
ACT,1136,Animal
ACT,1136,Animal
ACT,1136,Animal
ACT,1136,Animal
ACT,1136,Animal
ACT,1136,Animal
ACT,1136,Animal
ACT,1136,Animal
ACT,1136,Animal
ACT,1136,Animal
ACT,1136,Animal
ACT,1136,Animal
ACT,1136,Animal
ACT,1136,Animal
ACT,1136,Animal
ACT,1136,Animal
ACT,1136,Animal
ACT,1136,Animal
ACT,1136,Animal
ACT,1136,Animal
ACT,1136,Animal
ACT,1136,Animal
ACT,1136,Animal
ACT,1136,Animal
ACT,1136,Animal
ACT,1136,Animal
ACT,1130,Katter's
ACT,1130,Katter's
ACT,1130,Katter's
ACT,1130,Katter's
ACT,1130,Katter's
ACT,1130,Katter's
ACT,1130,Katter's
ACT,1130,Katter's
ACT,1130,Katter's
ACT,1130,Katter's
ACT,1130,Katter's
ACT,1130,Katter's
ACT,1130,Katter's
ACT,1130,Katter's
ACT,1130,Katter's
ACT,1130,Katter's
ACT,1130,Katter's
ACT,1130,Katter's
ACT,1130,Katter's
ACT,1130,Katter's
ACT,1130,Katter's
ACT,1130,Katter's
ACT,1130,Katter's
ACT,1130,Katter's
ACT,1130,Katter's
ACT,1130,Katter's
ACT,1130,Katter's
ACT,1241,Australian
ACT,1241,Australian
ACT,1241,Australian
ACT,1241,Australian
ACT,1241,Australian
ACT,1241,Australian
ACT,1241,Australian
ACT,1241,Australian
ACT,1241,Australian
ACT,1241,Australian
ACT,1241,Australian
ACT,1241,Australian
ACT,1241,Australian
ACT,1241,Australian
ACT,1241,Australian
ACT,1241,Australian
ACT,1241,Australian
ACT,1241,Australian
ACT,1241,Australian
ACT,1241,Australian
ACT,1241,Australian
ACT,1241,Australian
ACT,1241,Australian
ACT,1241,Australian
ACT,1241,Australian
ACT,1241,Australian
ACT,1241,Australian
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1035,Stable
ACT,1077,Bullet
ACT,1077,Bullet
ACT,1077,Bullet
ACT,1077,Bullet
ACT,1077,Bullet
ACT,1077,Bullet
ACT,1077,Bullet
ACT,1077,Bullet
ACT,1077,Bullet
ACT,1077,Bullet
ACT,1077,Bullet
ACT,1077,Bullet
ACT,1077,Bullet
ACT,1077,Bullet
ACT,1077,Bullet
ACT,1077,Bullet
ACT,1077,Bullet
ACT,1077,Bullet
ACT,1077,Bullet
ACT,1077,Bullet
ACT,1077,Bullet
ACT,1077,Bullet
ACT,1077,Bullet
ACT,1077,Bullet
ACT,1077,Bullet
ACT,1077,Bullet
ACT,1077,Bullet
ACT,1245,Drug
ACT,1245,Drug
ACT,1245,Drug
ACT,1245,Drug
ACT,1245,Drug
ACT,1245,Drug
ACT,1245,Drug
ACT,1245,Drug
ACT,1245,Drug
ACT,1245,Drug
ACT,1245,Drug
ACT,1245,Drug
ACT,1245,Drug
ACT,1245,Drug
ACT,1245,Drug
ACT,1245,Drug
ACT,1245,Drug
ACT,1245,Drug
ACT,1245,Drug
ACT,1245,Drug
ACT,1245,Drug
ACT,1245,Drug
ACT,1245,Drug
ACT,1245,Drug
ACT,1245,Drug
ACT,1245,Drug
ACT,1245,Drug
ACT,1132,Sex
ACT,1132,Sex
ACT,1132,Sex
ACT,1132,Sex
ACT,1132,Sex
ACT,1132,Sex
ACT,1132,Sex
ACT,1132,Sex
ACT,1132,Sex
ACT,1132,Sex
ACT,1132,Sex
ACT,1132,Sex
ACT,1132,Sex
ACT,1132,Sex
ACT,1132,Sex
ACT,1132,Sex
ACT,1132,Sex
ACT,1132,Sex
ACT,1132,Sex
ACT,1132,Sex
ACT,1132,Sex
ACT,1132,Sex
ACT,1132,Sex
ACT,1132,Sex
ACT,1132,Sex
ACT,1132,Sex
ACT,1132,Sex
ACT,1195,Rise
ACT,1195,Rise
ACT,1195,Rise
ACT,1195,Rise
ACT,1195,Rise
ACT,1195,Rise
ACT,1195,Rise
ACT,1195,Rise
ACT,1195,Rise
ACT,1195,Rise
ACT,1195,Rise
ACT,1195,Rise
ACT,1195,Rise
ACT,1195,Rise
ACT,1195,Rise
ACT,1195,Rise
ACT,1195,Rise
ACT,1195,Rise
ACT,1195,Rise
ACT,1195,Rise
ACT,1195,Rise
ACT,1195,Rise
ACT,1195,Rise
ACT,1195,Rise
ACT,1195,Rise
ACT,1195,Rise
ACT,1195,Rise
ACT,1131,Voluntary
ACT,1131,Voluntary
ACT,1131,Voluntary
ACT,1131,Voluntary
ACT,1131,Voluntary
ACT,1131,Voluntary
ACT,1131,Voluntary
ACT,1131,Voluntary
ACT,1131,Voluntary
ACT,1131,Voluntary
ACT,1131,Voluntary
ACT,1131,Voluntary
ACT,1131,Voluntary
ACT,1131,Voluntary
ACT,1131,Voluntary
ACT,1131,Voluntary
ACT,1131,Voluntary
ACT,1131,Voluntary
ACT,1131,Voluntary
ACT,1131,Voluntary
ACT,1131,Voluntary
ACT,1131,Voluntary
ACT,1131,Voluntary
ACT,1131,Voluntary
ACT,1131,Voluntary
ACT,1131,Voluntary
ACT,1131,Voluntary
ACT,1200,Palmer
ACT,1200,Palmer
ACT,1200,Palmer
ACT,1200,Palmer
ACT,1200,Palmer
ACT,1200,Palmer
ACT,1200,Palmer
ACT,1200,Palmer
ACT,1200,Palmer
ACT,1200,Palmer
ACT,1200,Palmer
ACT,1200,Palmer
ACT,1200,Palmer
ACT,1200,Palmer
ACT,1200,Palmer
ACT,1200,Palmer
ACT,1200,Palmer
ACT,1200,Palmer
ACT,1200,Palmer
ACT,1200,Palmer
ACT,1200,Palmer
ACT,1200,Palmer
ACT,1200,Palmer
ACT,1200,Palmer
ACT,1200,Palmer
ACT,1200,Palmer
ACT,1200,Palmer
ACT,1247,Liberal,K,1,24222,A,FILLINGER,Marcus,1,AJP,Animal
ACT,1247,Liberal,K,1,24225,A,MONTAGNE,Jessica,2,AJP,Animal
ACT,1247,Liberal,K,1,24114,B,BAILEY,Steven,1,KAP,Katter's
ACT,1247,Liberal,K,1,24120,B,ARNOLD,Joe,2,KAP,Katter's
ACT,1247,Liberal,K,1,24907,C,SHEIKH,Simon,1,GRN,Australian
ACT,1247,Liberal,K,1,24912,C,ESGUERRA,Indra,2,GRN,Australian
ACT,1247,Liberal,K,1,23291,D,O'CONNOR,Mark,1,SPP,Stable
ACT,1247,Liberal,K,1,23293,D,GRAHAM,Greg,2,SPP,Stable
ACT,1247,Liberal,K,1,23693,E,BUCKNELL,Chris,1,BTA,Bullet
ACT,1247,Liberal,K,1,23694,E,LEMMEY,Michael
ACT,1247,Liberal,K,1,24919,F,CUBITT,Paul,1,DRF,Drug
ACT,1247,Liberal,K,1,24921,F,DOWSON,Stacey,2,DRF,Drug
ACT,1247,Liberal,K,1,24113,G,AVERY,Deborah,1,ASXP,Sex
ACT,1247,Liberal,K,1,24117,G,MILLER,Jamie,2,ASXP,Sex
ACT,1247,Liberal,K,1,24700,H,ROSS,Irwin,1,RUA,Rise
ACT,1247,Liberal,K,1,24702,H,HENRIQUEZ,Jose,2,RUA,Rise
ACT,1247,Liberal,K,1,24125,I,NITSCHKE,Philip,1,VEP,Voluntary
ACT,1247,Liberal,K,1,24127,I,MACDOUGALL,Susan,2,VEP,Voluntary
ACT,1247,Liberal,K,1,24721,J,SLATTERY,Wayne
ACT,1247,Liberal,K,1,24725,J,TEERMAN,Paul
ACT,1247,Liberal,K,1,24925,K,SESELJA,Zed,1,LP,Liberal,1
ACT,1247,Liberal,K,1,24928,K,NASH,Merinda,2,LP,Liberal,2
ACT,1247,Liberal,K,1,23761,L,LUNDY,Kate,1,ALP,Australian
ACT,1247,Liberal,K,1,23765,L,SANT,Chris,2,ALP,Australian
ACT,1247,Liberal,K,1,24734,M,FERNIE,Anthony
ACT,1247,Liberal,K,1,24736,M,PETERSEN,Valma,2,AIN,Australian
ACT,1247,Liberal,K,1,24665,UG,EZEKIEL-HART,Emmanuel,1,IND,Independent,19
ACT,1084,Australian
ACT,1084,Australian
ACT,1084,Australian
ACT,1084,Australian
ACT,1084,Australian
ACT,1084,Australian
ACT,1084,Australian
ACT,1084,Australian
ACT,1084,Australian
ACT,1084,Australian
ACT,1084,Australian
ACT,1084,Australian
ACT,1084,Australian
ACT,1084,Australian
ACT,1084,Australian
ACT,1084,Australian
ACT,1084,Australian
ACT,1084,Australian
ACT,1084,Australian
ACT,1084,Australian
ACT,1084,Australian
ACT,1084,Australian
ACT,1084,Australian
ACT,1084,Australian
ACT,1084,Australian
ACT,1084,Australian
ACT,1084,Australian
ACT,1156,Australian
ACT,1156,Australian
ACT,1156,Australian
ACT,1156,Australian
ACT,1156,Australian
ACT,1156,Australian
ACT,1156,Australian
ACT,1156,Australian
ACT,1156,Australian
ACT,1156,Australian
ACT,1156,Australian
ACT,1156,Australian
ACT,1156,Australian
ACT,1156,Australian
ACT,1156,Australian
ACT,1156,Australian
ACT,1156,Australian
ACT,1156,Australian
ACT,1156,Australian
ACT,1156,Australian
ACT,1156,Australian
ACT,1156,Australian
ACT,1156,Australian
ACT,1156,Australian
ACT,1156,Australian
ACT,1156,Australian
ACT,1156,Australian
